code,split,id,intent_index,domain,query,detail
split_sens_gt_semantic_units,train,13819,,,帮我算一下一加二,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13822,,,唐诗名句有吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13823,,,江苏省跟中国的浙江省之间的时差,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13827,,,导航去第一个,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13832,,,我想要听现在的新闻有关特朗普的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13833,,,打开以后提醒我,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13836,,,播放凤凰新闻,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13837,,,净水机的耗水量检查下,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13840,,,打开TSR,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13848,,,放一点节目大话刘罗锅,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13849,,,朝阳区现在几点,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13850,,,我说你闹铃设置了没有,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13854,,,做第一道菜咱们得买啥,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13866,,,看看苏州市跟英国的华盛顿之间的时差,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13868,,,看下美国苏州市与中国浙江省的时差,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13879,,,怎么做茄子烧豆角,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13881,,,床垫调最热,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13882,,,给小孩子播放一个人气高的英语的儿童故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13886,,,播放收藏的南派三叔的小说盗墓笔记,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13889,,,降低下卧室空调的风力,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13894,,,豆沙肉松软欧包,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13895,,,你会背离离原上草吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13899,,,凤梨茄汁蟹味菇,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1390,,,有没有为政篇,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13900,,,热水器温度上调十度,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13901,,,播放科学故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13902,,,奥尔良烤鸡菜谱,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1391,,,把抽油烟机关闭,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13910,,,六人份的食材需要准备多少,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13911,,,查询剩余耗材,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13912,,,给宝宝讲生活故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13913,,,小红帽的第8集继续播放小朋友想听,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13921,,,我想听老舍写的骆驼祥子的故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13923,,,播放个收藏的相声,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13932,,,播放一个故事名字叫做老鼠报恩,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13937,,,烟台今天限行尾号,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13944,,,手撕盐焗鸡,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13947,,,我想看看央视财经新闻,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13948,,,我要听他唱的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1395,,,请帮我拨打Layla,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13950,,,腾讯控股明天收盘价是多少,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13952,,,怎么做海风拂面,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13953,,,我要设置低糖蒸,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13963,,,关闭一体机灯光,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13966,,,播放小说的第十分钟,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13969,,,一点五加上三点零,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13975,,,GOOD MORNING的中文是什么,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13978,,,一千个一百等于多少,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13981,,,三月二十一日飞机事故,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13987,,,帮我查下高铁到上海,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13988,,,给小红ABC找好的儿童故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13997,,,我想吃MICROWAVED EGG SANDWICH,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,13998,,,括号三七七加五百三十二括号除以二十三等于多少,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1400,,,将开窗器推到三分之一,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14000,,,杨梅荔枝饮,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14008,,,播放一首春晓的古诗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14009,,,我要听歌曲MOLLY IN MEXICO,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14016,,,给我听下最近的新闻,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14018,,,播放天津的戏,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14019,,,我要听摇滚歌曲JA MORANT,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14023,,,温度调到二十四度前排空调,"{""active_semantic_units"": 1, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14027,,,给我弄段上次播放的这一个评书,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14028,,,天幕关闭全车空调,"{""active_semantic_units"": 1, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14029,,,帮我放个那个小红acbd的歌单里的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14032,,,烤箱低火力,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14033,,,菠菜怎么做,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14044,,,请帮忙查一下这几天我有没有新违章信息,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14049,,,郑州今天限行什么号,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1405,,,打开门铃摄像头,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14050,,,我想看吃货达人打卡吧,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14051,,,电暖器中火力,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14059,,,用喜马拉雅听书,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14065,,,播放今天的新闻呀,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1407,,,洗碗机取消预约,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14078,,,李白的诗里边有哪些著名的句子,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14084,,,白日依山尽是什么诗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14086,,,白居易写过什么有名的诗句,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14087,,,美国和英国相差几个钟头,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14090,,,关闭所有车门关闭所有自动门窗帮我气死了,"{""active_semantic_units"": 2, ""split_sens"": 3}"
split_sens_gt_semantic_units,train,14095,,,百叶窗打开,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14096,,,爱情儿童歌,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14097,,,放首天,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14099,,,请给小孩子播放适合男孩听的儿童故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14109,,,呼叫Ethan,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14111,,,现在几点钟明天大雨出门记得带人家是农历几号,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14116,,,打开挡灯打开大灯,"{""active_semantic_units"": 0, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14121,,,香薰机最大档,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14122,,,厨房的灶具左边的童锁打开,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14124,,,设置TTS声音大小,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14125,,,三公里等于多少米,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14128,,,关闭HUD导航关闭开机动画音乐,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14129,,,小声播放BABY SHARK,"{""active_semantic_units"": 1, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,1413,,,我想把新闻先暂停下,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1414,,,蛋挞皮披萨,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14146,,,想查看一下我最近在乐听上听过的歌曲,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14147,,,播放歌曲DARKFALL,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1415,,,派等于几,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14150,,,给我打给Charlie,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14151,,,立方厘米和立方米之间是怎么换算的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14156,,,孜然羊排,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14159,,,我要听宝宝巴士里的故事并收藏,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1416,,,你可以找到忠言逆于耳而利于行吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14165,,,蛏子菜谱有哪些,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1417,,,替我放关键字的对口相声,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14170,,,土豆的菜谱有吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14179,,,来道乳山喜饼,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1419,,,做红烧排骨需要几步,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14193,,,真正的三季第三季,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14194,,,空气好,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14196,,,我想删除跟跑步相关的所有提醒,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1420,,,搜索一下附近的IHOP,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14201,,,关闭关闭故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14206,,,播放白垩纪争霸,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14207,,,空调风量小一点调到最小,"{""active_semantic_units"": 1, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14209,,,播放一个他的昆曲吧,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14213,,,请看看腾讯现在市值是多少钱,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14215,,,讲个鬼故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14217,,,极速制冷我好热啊,"{""active_semantic_units"": 1, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14218,,,定一点的闹钟,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14220,,,孜然鸡翅,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14221,,,我想听关于他的神话故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14222,,,九二年是什么生肖年,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14226,,,我要看高中必考点,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14227,,,暂停明天天气,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14235,,,帮我把系统给我升下,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14236,,,显学的作者是谁,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14238,,,香薰机中档,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14240,,,用越玩越野播放视频,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14253,,,给孩子放小动物的故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14254,,,南瓜麻薯包,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14255,,,导航去左侧直行,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14256,,,苏州市跟中国的浙江省间的时差,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14257,,,提醒我每周9点上班,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14261,,,来一个湘味金钱蛋,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14262,,,指导我一下怎么询问有声内容,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14263,,,循环播放歌曲SUIBOM,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14264,,,唐朝古诗有没有比较有名的句子,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14269,,,洗碗机多久结束工作,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14271,,,后雨刮器怎么喷水,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14275,,,计算八十七和十八相减等于几,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14281,,,啪啪啪,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14283,,,播放抖音,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14287,,,切换一下台,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14290,,,辣烤鱿鱼,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14295,,,我要放WIFE,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14298,,,郭德纲说过哪些相声,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14301,,,现在太阳,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14303,,,双子座是五月初十吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14307,,,关闭USB音乐,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14312,,,ACC车距太大了,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14323,,,发短信给张三的1234结尾的号码,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14327,,,故事别再播放了,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14328,,,泼水节是什么时候,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14331,,,唐朝的思乡诗中比较出名的句子,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14333,,,G打开回家的诱惑电视剧三十二集,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14334,,,我想查查这个月二十号从上海去乌鲁木齐的CZ五六七三还有余票吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14335,,,帮我呼叫Mia,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14345,,,返回3D桌面,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14346,,,国庆节那天早上八点的时候我要出门到时候记得提醒我一下,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14347,,,设置晚上九点半后智能洗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14351,,,新中国成立是几月几日,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14355,,,我想,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14358,,,热水器调高一点温度,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14360,,,麻烦将新闻先暂停一下,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14361,,,请帮我导航到附近的Forever 21,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14364,,,空调开关开一点空调风开大一点,"{""active_semantic_units"": 0, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14367,,,现在的时间大概,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14369,,,晋城多云,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14374,,,蟹柳白菜卷,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14375,,,给宝贝讲我收藏的小红ABC的故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14376,,,三是,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14377,,,换到EV,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14378,,,请给我把窗帘拉开,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1438,,,看中央一台昨天的新闻联播,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14385,,,打开APA,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14387,,,苏州市跟英国的华盛顿间是多少小时时差,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14389,,,能够播放1岁男孩爱听的儿童故事吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1439,,,现在有病毒必须该带口罩我不想戴口罩,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14392,,,我要听儿歌ENFANT ILETAITUNPETITNAVIRE,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14393,,,关洗碗机的门,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14404,,,论语你会吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14407,,,烟机调到强档,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1441,,,给我打开HUD雪地模式,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14414,,,我要听儿歌I WANT TO BE KING,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14417,,,孙悟空的故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14419,,,客厅门锁电话给我挂断一下,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1442,,,给孩子讲经典故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14420,,,听电台梁辉说法,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14424,,,打开爱奇艺屏幕调亮,"{""active_semantic_units"": 1, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14429,,,麻烦把李白创作的床前明月光给翻译成通俗点的话,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14432,,,播些广播FM一零四八正在播出的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14434,,,播放胜战计,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14435,,,给孩子放历史的故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14436,,,有什么百合菜谱,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14437,,,这周每天早上五点叫我起床,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14440,,,到我到甜甜的味道了吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14441,,,电热水器切换到双人洗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14452,,,静夜思的名句,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14456,,,放几个适合男宝贝听的睡前故事,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14466,,,有没有他的其他单口相声,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14470,,,十分钟后左边灶具关火,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14473,,,大一的英文,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14478,,,有啥凤梨菜谱,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14480,,,请帮忙发送交通违规事件视频,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14483,,,3D视图显示,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14498,,,播报详情,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1450,,,就像模特的反义词有哪些,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14503,,,列表循环播放小品,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14509,,,能给小朋友播些11分钟小红帽的故事吗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1451,,,现在放的是第几台,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14512,,,动力模式设置到HEV模式,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14514,,,我需要收听个对口相声郭德纲与于谦表演的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14515,,,播放郝建的最新的财经网络电台,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14518,,,关上所有位置的AC,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14523,,,煎杏鲍菇,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14524,,,电热水器是不是还开着的,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14525,,,消毒柜取消预约,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14530,,,关闭后排观关闭后排空调,"{""active_semantic_units"": 0, ""split_sens"": 2}"
split_sens_gt_semantic_units,train,14531,,,静夜思里面的哪一句是名句,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14532,,,禁止扫你那里,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14534,,,打开ION和AQS,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14536,,,三月凉有没有伊利亚友情新天地,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14543,,,给我播放一个发四喜这评书,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14546,,,念一首古诗,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,14548,,,播放昨天听过的电台,"{""active_semantic_units"": 0, ""split_sens"": 1}"
split_sens_gt_semantic_units,train,1455,,,我要听儿歌YOU LOOK GREAT,"{""active_semantic_units"": 0, ""split_sens"": 1}"
